Marque,Type de Vehicule,Nom du model,Annee,Couleur,Moteur,Chevaux,Prix (en euros),Description
Lamborghini,Collection,Miura,1966,Rouge,V12,350,"1,100,000","La Lamborghini Miura est un modèle de voiture de sport produite par le fabricant italien Lamborghini entre 1966 et 1973. Elle est souvent créditée comme la première supercar moderne, introduisant le concept du moteur central-arrière dans les voitures de production en série.La conception de la Miura est le fruit du travail de l'équipe de Lamborghini, y compris les ingénieurs Gian Paolo Dallara, Paolo Stanzani et Bob Wallace, ainsi que du designer Marcello Gandini de chez Bertone. La voiture a été nommée d'après le célèbre éleveur de taureaux Don Eduardo Miura, renforçant ainsi l'image de puissance et de force associée à la marque Lamborghini.Dotée d'un moteur V12 de 4 litres monté en position centrale, la Miura délivrait une puissance impressionnante pour son époque, allant jusqu'à 350 chevaux. Son allure basse et agressive, avec ses lignes fluides et ses portes à ouverture papillon, en ont fait une icône du design automobile."
Lamborghini,Collection,Countach,1987,Noir,V12,455,"750,000","La Lamborghini Countach, une légende de l'industrie automobile, a marqué son époque par ses performances exceptionnelles et son design révolutionnaire. Propulsée par un moteur V12 monté en position centrale, la Countach offrait une puissance impressionnante, atteignant jusqu'à 455 chevaux dans certaines versions, tandis que sa vitesse maximale dépassait les 290 km/h. Ces chiffres incroyables en faisaient l'une des voitures les plus rapides et les plus puissantes de son temps, établissant de nouveaux standards de performance et de technologie pour les supercars à venir. La Countach a ainsi laissé une empreinte indélébile dans l'histoire de l'automobile, captivant les passionnés du monde entier par son mélange inégalé de puissance brute et de design avant-gardiste."
Lamborghini,Collection,Diablo,1992,Noir,V12,500,"275,000","La Lamborghini Diablo, introduite en 1990, représentait le summum de l'ingénierie automobile de son époque. Dotée d'un moteur V12 atmosphérique, la Diablo a évolué au fil des ans pour offrir des performances impressionnantes, avec une puissance allant de 485 à plus de 500 chevaux dans les éditions ultérieures. Sa vitesse maximale, variant entre 320 et 340 km/h selon les versions, en faisait l'une des voitures les plus rapides de son temps. La Diablo se démarquait également par son design saisissant, caractérisé par des lignes angulaires et agressives, signées Marcello Gandini. À l'intérieur, elle offrait un habitacle luxueux et ergonomique, offrant à la fois confort et contrôle pour le conducteur. La technologie était également au cœur de la Diablo, avec des caractéristiques telles que la transmission intégrale sur les modèles VT, qui améliorait la traction et la stabilité, et des systèmes de suspension sophistiqués pour une tenue de route optimale."
Lamborghini,Collection,Jalpa,1981,Blanc,V8,235,"100,000","La Lamborghini Jalpa, produite entre 1981 et 1988, a marqué une période intéressante dans l'histoire de Lamborghini. Conçue comme une alternative plus abordable aux modèles V12 de la marque, la Jalpa était équipée d'un moteur V8 de 3,5 litres développant environ 255 chevaux. Bien que moins puissante que ses homologues, elle offrait néanmoins des performances respectables, avec une vitesse maximale d'environ 245 km/h et une accélération de 0 à 100 km/h en environ 6 secondes."
Lamborghini,Collection,Urraco,1973,Bleu,V8,200,"70,000","La Lamborghini Urraco, lancée en 1973, était un modèle crucial pour la marque italienne. Conçue pour élargir la gamme Lamborghini et la rendre plus accessible, la Urraco arborait un design élégant et sportif, signé Marcello Gandini de chez Bertone. Propulsée par un moteur V8 monté en position centrale, elle était disponible en plusieurs versions, notamment la P250, la P200 et la P300, offrant des puissances respectives autour de 250, 200 et 182 chevaux. Bien que ses performances étaient solides pour l'époque, atteignant une vitesse maximale d'environ 240 km/h, la Urraco a été confrontée à des défis, notamment des problèmes de qualité et la crise pétrolière des années 1970. Malgré sa production limitée d'environ 791 unités et sa fin de production en 1979, la Urraco reste appréciée des passionnés pour son design distinctif et son rôle dans l'histoire de Lamborghini, symbolisant la tentative de la marque de s'ouvrir à un nouveau public tout en conservant son essence sportive et luxueuse."
Lamborghini,Collection,Diablo SV,1995,Jaune,V12,520,"270,000","La Lamborghini Diablo SV que nous vous proposons à la vente est une 1ère série, avec les phares escamotables, symboles d'une époque. C'est la dernière vraie Lamborghini à roues arrière motrices avant le rachat par Audi. Produite entre 1995 et 1998, la Diablo SV première série est une simple propulsion qui dispose de suspensions mécaniques. Elle est équipée du moteur V12 développant une puissance de 520 ch mais aussi de jantes arrière en 18 pouces et d'un aileron arrière réglable. Les freins étaient renforcés et majorés. A l'intérieur, le cuir fait place à l'Alcantara et les appuie-têtes sont brodés SV. Dans cette livrée Giallo Fly, avec ses roues noires d'origine, cette Diablo impressionne par son impact visuel. Notre modèle a un historique limpide : livrée neuve en France par JB Automobiles, cette Diablo SV a toujours appartenue à des français et été entretenue en France. Nous possédons le carnet d'origine ainsi que toutes les factures d'entretien! Parfaitement entretenue et conservée, son état mécanique et esthétique est irréprochable."
Maserati,Collection,500GT Touring,1962,Bleu,I6,220,"340,000","La Maserati 3500GT Touring de 1962 est souvent célébrée comme une des icônes de l'élégance et de la performance dans le monde de l'automobile classique. Lancée dans les années 50, cette splendide voiture de grand tourisme symbolise le raffinement de l'ingénierie et du design italiens de cette époque. Equipée d'un moteur six cylindres en ligne de 3,5 litres développant environ 220 chevaux, la 3500GT Touring était conçue pour allier vitesse et confort sur de longues distances. Avec son design carrossé par Touring de Milan, elle marie la beauté classique et l'innovation technique, ce qui en fait un modèle très convoité par les collectionneurs. La Maserati 3500GT Touring reste une pièce de collection de grande valeur, appréciée pour son histoire, son esthétique et ses performances sur route."
Maserati,Collection,Sebring 3500 GTi ,1965,Rouge,I6,268,"200,000","La Maserati Sebring 3500 GTi de 1965 est une icône emblématique qui fusionne avec élégance la performance sportive et le luxe. Successeur de la célèbre 3500GT, ce modèle est propulsé par un robuste moteur six cylindres de 3,5 litres, offrant une expérience de conduite dynamique et raffinée. Conçue en collaboration avec le carrossier italien Vignale, la Sebring se distingue par un design sophistiqué qui évoque le prestige et la grâce. Limitée en production, elle est devenue une pièce de collection extrêmement recherchée, appréciée pour son esthétique distinctive et sa mécanique avancée. Représentant l'apogée de l'automobile italienne des années 60, la Maserati Sebring 3500 GTi continue de captiver les amateurs et collectionneurs du monde entier avec son histoire riche et son héritage prestigieux."
Maserati,Collection,Ghibli Spyder,1967,Vert,V8,290,"760,000","La Maserati Ghibli Spyder de 1967 est une œuvre d'art roulante, emblématique du design et de la performance à l'italienne. Dessinée par Giugiaro, sa ligne épurée et sportive séduit instantanément. Dotée d'un puissant moteur V8, elle combine vitesse et sonorité envoûtante. Sa rareté et son élégance en font une pièce de choix pour les collectionneurs. Synonyme de luxe, la Ghibli Spyder incarne la passion et l'innovation de Maserati, marquant les esprits comme une des voitures les plus désirables de son époque. Avec son charme intemporel, elle reste un symbole prestigieux du patrimoine automobile."
Maserati,Collection,A61500,1949,Rouge,I6,156,"549,000","La Maserati A6 1500 de 1949 marque un tournant historique pour la marque italienne, introduisant Maserati dans le segment des voitures de route tout en conservant l'essence de ses origines de course.Conçue par Pininfarina, elle se distingue par son élégance et ses lignes fluides, préfigurant le design des GT modernes. Sous le capot, le moteur six cylindres de 1,5 litre, bien que modeste en puissance, reflète une ingénierie de précision, offrant une expérience de conduite raffinée et sportive. Sa production limitée et son design avant-gardiste font de l'A6 1500 un modèle très recherché et respecté parmi les collectionneurs, incarnant le début de l'ère des voitures de grand tourisme chez Maserati."
Maserati,Collection,Quattroporte,1967,Bleu,V8,240,"1,300,000","La Maserati Quattroporte de 1967 est un symbole d'élégance et de puissance, fusionnant le luxe d'une berline avec la performance d'une voiture de sport. Conçue pour répondre à la demande d'une clientèle exigeante souhaitant la vitesse d'une GT dans un format plus spacieux, la Quattroporte incarne la quintessence du confort et de la rapidité. Dotée d'un moteur V8 robuste, elle offre des accélérations impressionnantes tout en maintenant un niveau de confort et de raffinement adapté aux longs trajets. Son design, à la fois classique et imposant, reflète le prestige de la marque Maserati. Limitée en production, cette version est devenue une icône pour les connaisseurs, symbolisant le mariage parfait entre performance sportive et luxe discret."
Maserati,Collection,Merak,1978,Bleu,V6,378,"120,000","La Maserati Merak de 1978 est une voiture de sport italienne emblématique, reconnue pour son équilibre entre performance, style et accessibilité relative. Contrairement à ses prédécesseurs plus rares, la Merak a été produite en plus grand nombre, la rendant plus accessible tout en conservant les qualités distinctives de Maserati. Équipée d'un moteur V6 de 3,0 litres conçu en collaboration avec Citroën, elle offre une expérience de conduite dynamique et agile, typique des voitures de sport italiennes de cette époque. Son design, caractérisé par des lignes angulaires et une silhouette basse, est l'œuvre de Giorgetto Giugiaro. Bien que moins rare que d'autres modèles Maserati, la Merak reste très recherchée pour son mélange unique de performance, de style et d'héritage Maserati, symbolisant l'élégance sportive des années 70."
Maserati,Collection,Boomerang,1972,Gris,V8,430,"3,800,000","La Maserati Boomerang est un concept car unique et révolutionnaire présenté pour la première fois en 1972. Conçu par le célèbre designer italien Giorgetto Giugiaro, ce véhicule se distingue par ses lignes angulaires tranchantes et son design futuriste qui a marqué les esprits et influencé le design automobile pendant des années. Le Boomerang était bien plus qu'une simple étude de style; il était entièrement fonctionnel, équipé d'un moteur V8 Maserati produisant une puissance impressionnante. Bien qu'il n'ait jamais été destiné à la production en série, le Boomerang a établi des standards en matière de design automobile et reste une icône de l'innovation et de l'audace de Maserati. Son héritage perdure dans de nombreux véhicules conçus après lui, faisant de ce concept car un véritable jalon dans l'histoire de l'automobile."
Ferrari,Sportive,LaFerrari,2013,Rouge,V12,950,"3,600,000","La Ferrari LaFerrari est une voiture hybride haute performance produite par Ferrari entre 2013 et 2016. Elle était équipée d'un moteur V12 atmosphérique de 6,3 litres, associé à un moteur électrique, offrant une puissance totale combinée de plus de 950 chevaux. La LaFerrari était la première Ferrari à utiliser un système de récupération d'énergie cinétique (KERS) dérivé de la Formule 1, lui conférant des performances extraordinaires sur piste et sur route. Elle était également dotée de technologies aérodynamiques avancées pour une efficacité maximale."
Ferrari,Sportive,488 pista spider,2019,Blanc,V8,710,"440,000","La Ferrari 488 Pista spider a été dévoilée pour la première fois au Salon de l'Automobile de Genève en 2018. Elle s'inscrit dans la lignée des versions ""Speciale"" de Ferrari, telles que la 458 Speciale et la 430 Scuderia, qui sont des variantes plus légères, plus puissantes et plus orientées vers la piste des modèles de production standard. La 488 Pista est une évolution naturelle de la 488 GTB, bénéficiant de nombreuses améliorations techniques et aérodynamiques pour offrir des performances encore plus impressionnantes."
Ferrari,Sportive,SF90 Stradale,2020,Noir,V8,1000,"600,000","La Ferrari SF90 Stradale est la première Ferrari de série à propulsion hybride plug-in (PHEV). Dotée d'un moteur V8 biturbo de 4,0 litres associé à trois moteurs électriques, la SF90 Stradale offre une puissance totale de plus de 1 000 chevaux, ce qui en fait la Ferrari de série la plus puissante à ce jour. Elle est également la première Ferrari à être équipée de quatre roues motrices. La SF90 Stradale est conçue pour offrir des performances de supercar extrêmes tout en offrant une efficacité énergétique améliorée grâce à son système hybride avancé."
Ferrari,Sportive,F8 SPIDER,2022,Jaune,V8,710,"360,000","La Ferrari F8 Tributo est la dernière berlinette à moteur V8 central-arrière 100% thermique de la firme de Maranello, elle est plus puissante de 50 chevaux et plus légère de 20 kg que la 488 Spider. Sans aucun lag de turbo, son V8 est l'un des plus performants au monde et sa mélodie reste voluptueuse. Dans la déclinaison F8 Spider, la voiture peut passer en cabriolet en seulement 14 secondes, et ce, jusqu'à 45 km/h. Le V8 biturbo 3.9L en position centrale arrière de la F8, issu de la 488 Pista et élu pendant 4 années consécutives le meilleur V8 du monde, développe donc 720 chevaux, soit 185 chevaux par litre. Ainsi, l'auto est propulsée à 100 km/h en seulement 2,9 secondes et à 200 km/h en 8,2 secondes ! La vitesse maximale du modèle est donnée pour 340 km/h."
Ferrari,Sportive,458 SPIDER,2011,Rouge,V8,570,"220,000","La Ferrari 458 Spider est une supercar décapotable produite par le constructeur automobile italien Ferrari. Elle a été dévoilée en 2011 au Salon de l'automobile de Francfort en remplacement de la Ferrari F430 Spider. Cette voiture est le cabriolet de la Ferrari 458 Italia, qui a été lancée un an auparavant. Elle partage la plupart de ses caractéristiques techniques avec la 458 Italia, notamment son moteur V8 de 4,5 litres développant environ 570 chevaux. Cela lui permet d'atteindre une vitesse de pointe de plus de 320 km/h et d'accélérer de 0 à 100 km/h en seulement 3,4 secondes. La 458 Spider est équipée d'un toit rigide escamotable en aluminium qui se replie ou se déploie en seulement 14 secondes. Ce toit peut être actionné à des vitesses allant jusqu'à 50 km/h, offrant ainsi une polyvalence remarquable en termes de conduite."
Mercedes,Sportive,Project ONE,2017,Gris,V6,1049,"2,275,000","La Mercedes-AMG Project ONE est une hypercar révolutionnaire inspirée de la technologie de la Formule 1. Dévoilée pour la première fois au Salon de l'Automobile de Francfort en 2017, la Project ONE repousse les limites de l'ingénierie automobile avec son groupe motopropulseur hybride haute performance directement dérivé des voitures de course de Mercedes-AMG Petronas Formula One Team. Dotée d'un moteur V6 turbo hybride et de quatre moteurs électriques, la Project ONE offre des performances impressionnantes sur route et une expérience de conduite incomparable. Avec une production limitée à seulement 275 exemplaires, la Project ONE représente le summum du savoir-faire technologique de Mercedes-AMG."
Mercedes,Sportive,AMG GT,2014,Jaune,V8,620,"160,000","La Mercedes-AMG GT est une voiture de sport développée par Mercedes-AMG, la branche hautes performances de Mercedes-Benz. Elle a été introduite en 2014 en remplacement de la SLS AMG. La GT est proposée dans différentes variantes, allant de la GT de base à la puissante GT R et à la GT Black Series. Ces modèles incarnent l'expertise de Mercedes-AMG en matière de performances et de design, offrant une expérience de conduite exaltante associée au confort et au luxe caractéristiques de Mercedes-Benz."
Mercedes,Sportive,AMG GT 4-Door Coupe,2019,Rouge,V8,459,"220,000","La Mercedes-AMG GT 4-Door Coupe est une extension de la gamme AMG GT, offrant les performances et le style emblématiques de la GT dans une configuration de berline à quatre portes. Elle a été présentée pour la première fois en 2018 au Salon de l'Automobile de Genève. Disponible dans une variété de configurations, y compris des versions à quatre roues motrices et des modèles équipés du système de propulsion hybride EQ Boost, la GT 4-Door Coupe offre une combinaison unique de performances et de praticité."
Mercedes,Sportive,Classe S 65 AMG,2019,Noir,V12,630,"150,000",Cette Mercedes classe S65 AMG est une belle illustration de la personalisation poussée dans le détail puisqu'elle a été revisitée par la maison japonaise Wald International. Dans la catégorie des limousines de luxe musclées la S65 AMG s'impose comme une auto incontournable. Un concept comme seul AMG sait le proposer où l'équipement high-tech côtoie la haute performance avec un côté bestial bien camouflé. Sa mécanique est un colossal V12 suralimenté par 2 turbos pour une puissance allant jusqu'à 630 chevaux et s'exprimant dans une sonorité dénotant avec l'allure et le positionnement de l'auto.
Mercedes,Sportive,SLR MCLAREN,2003,Gris,V8,626,"400,000","Fruit d’une étroite collaboration entre McLaren et Mercedes-Benz, la SLR est présentée dans sa version finale au Salon de Francfort en 2003. 2157 exemplaires seront produits, toutes versions confondues. La SLR vient alors concurrencer la Ferrari Enzo et la Porsche Carrera GT avec une ligne futuriste, notamment avec ce capot des plus impressionnants, et un bruit de compresseur inimitable. Cette Mercedes rend hommage aux célèbres Flèches d’Argent et surtout à la 300 SLR à laquelle elle emprunte le nom. Sous le capot, on retrouve un V8 Mercedes-AMG qui délivre 626 chevaux et pas moins de 780 nm de couple ! Un aileron actif équipe l’auto pour assurer un aérodynamisme efficace à très haute vitesse. Sa suspension est issue du sport automobile, on retrouve également des disques carbone-céramique. Le 0 à 100 km/h est annoncé en 3,8 secondes pour une vitesse maximale de 334 km/h. Le châssis de la SLR, une monocoque en carbone, est assemblé à Woking dans les usines de McLaren."
Porsche,Sportive,911 GT3 RS,2020,Noir,F6,518,"310,000","La Porsche 991 II GT3 RS est à sa sortie la déclinaison au moteur atmosphérique le plus puissant dans la gamme 911. Cette auto ultra-radicale et pistarde dans l'âme s'habille de série d'un immense aileron arrière fixe, de jantes à écrou central, de sorties d'air supplémentaires, mais aussi à l'intérieur de l'imposant arceau-cage, d'un harnais 6 points ou encore des sièges baquets de la 918 Spyder. Pour mériter le prestigieux label RS, cette 991 bénéficie évidemment d'une augmentation de cylindrée, d'un allègement, d'une optimisation de l'aérodynamique et des trains roulants. Radicale mais pas inutilisable au quotidien, la GT3 RS dispose de 520 ch tirés de son flat six cycilndres atmosphérique. Cela lui permet de revendiquer un 0 à 100 km/h abattu en 3,2 secondes et une vitesse maximale de 312 km/h."
Porsche,Sportive,991 II GT2 RS PACK WEISSACH,2018,Jaune,F6,700,"310,000","L’agressivité est totale lorsque la main gauche tourne la clé de contact. Le flat six s’ébroue et se stabilise sur un ralenti aussi sonore que sourd émanant de l’échappement en titane. La mise en route est facile, en large partie grâce à la perfection de la boîte à double embrayage PDK7, aussi à l’aise en manœuvres qu’à pleine charge. L’ambiance à bord est très 911 RS, une orgie d’alcantara et de carbone du plus bel effet. Porsche extrait du flat six biturbo de 3800 cm3 un couple de 750 Nm entre 2500 et 4500 t/min, et la puissance culmine à 700 chevaux à 7000 t/min. Porsche est resté fidèle à sa recette de base, avec deux turbocompresseurs à géométrie variable, mais le bond par rapport aux 911 de pointe est énorme: +50 Nm et +80 ch par rapport à la 997.2 GT2 RS, +120 ch par rapport à la 991 Turbo S contemporaine."
Porsche,Sportive,918 Spyder,2014,Gris,V8,800,"1,400,000","La Porsche 918 Spyder, dévoilée en 2014, incarne l'apogée de l'ingénierie automobile moderne. Cette supercar hybride réunit un design saisissant, une technologie de pointe et des performances stupéfiantes pour offrir une expérience de conduite inégalée. Dès son introduction, la 918 Spyder a captivé l'imagination des passionnés d'automobile du monde entier. Son design audacieux, mêlant lignes fluides et éléments aérodynamiques, témoigne de l'attention portée aux détails chez Porsche. La carrosserie en fibre de carbone, légère et rigide, contribue à sa performance exceptionnelle. Sous le capot, la 918 Spyder abrite un système de propulsion hybride sophistiqué. Un moteur V8 atmosphérique de 4,6 litres, associé à deux moteurs électriques, génère une puissance combinée de plus de 800 chevaux. Cette puissance est transmise aux quatre roues, offrant une accélération fulgurante et une tenue de route exceptionnelle."
Porsche,Sportive,718 CAYMAN GT4 RS,2019,Gris,F6,400,"160,000","La Porsche 718 Cayman GT4 RS, lancée en tant que dernière itération de la lignée emblématique Cayman, représente l'apogée de la performance dans sa catégorie. Propulsée par un moteur six cylindres à plat de haute performance, la GT4 RS développe une puissance impressionnante de plus de 400 chevaux, permettant des accélérations fulgurantes et des sensations fortes à chaque pression sur l'accélérateur. Grâce à cette puissance, la GT4 RS est capable d'atteindre une vitesse de pointe remarquable, dépassant les 300 km/h. Cette performance est soutenue par un châssis affûté, une aérodynamique optimisée et une suspension recalibrée, assurant une tenue de route exceptionnelle même à des vitesses élevées. Ainsi, la Porsche 718 Cayman GT4 RS incarne l'esprit de compétition et d'excellence de Porsche, offrant des performances impressionnantes sur route et sur piste, tout en conservant le caractère distinctif et l'émotion propre à la marque."
Porsche,Sportive, 911 Turbo S cabriolet,2015,Bleu,F6,600,"260,000","La Porsche 911 Turbo S Cabriolet est le summum du luxe et de la performance dans la gamme 911. Propulsé par un moteur six cylindres à plat biturbo, il développe une puissance impressionnante de plus de 600 chevaux. Cette puissance est associée à une transmission PDK à huit rapports, offrant des accélérations fulgurantes et des performances dynamiques. Malgré son caractère cabriolet, le 911 Turbo S Cabriolet ne sacrifie rien en termes de performances. Capable d'atteindre une vitesse de pointe remarquable, dépassant les 300 km/h, il offre une expérience de conduite sensationnelle à ciel ouvert. Outre ses performances impressionnantes, le 911 Turbo S Cabriolet se distingue par son design élégant et sportif. La capote électrique se déploie en quelques secondes, ajoutant une touche de sophistication à son allure déjà remarquable. À l'intérieur, l'habitacle est un mélange de luxe et de technologie, avec des matériaux haut de gamme et des équipements de pointe pour offrir un confort optimal à ses occupants."
Porsche,Sportive,718 Boxster GTS 4,2023,Gris,F6,400,"102,000","La Porsche 718 Boxster GTS 4.0 (2023) est une étape marquante dans l'évolution de la gamme Boxster. Dotée d'un moteur six cylindres à plat atmosphérique de 4,0 litres, elle développe une puissance impressionnante de plus de 400 chevaux. Grâce à cette puissance, elle offre des performances dynamiques, propulsant le véhicule de 0 à 100 km/h en un temps remarquablement court. En termes de vitesse maximale, la Boxster GTS 4.0 dépasse aisément les 280 km/h, offrant des sensations fortes à ceux qui ont le privilège de prendre le volant. Associée à une tenue de route précise et à une maniabilité agile, elle offre une expérience de conduite palpitante sur route sinueuse ou sur circuit."
